Agent Name,Tweet URL,Author Profile Image,Author Display Name,Smart Engagement Points,Impressions Count,verified_tweet_id,twitter_handle,tweet_id,tweet_created_at,tweet_like_count,tweet_reply_count,tweet_retweet_count,tweet_quote_count,tweet_bookmark_count,tweet_impression_count,hashtag_count,mention_count,link_count,has_media,media_count,has_links,tweet_text_length,is_reply,is_quote,is_retweet,raw_tweet,dollar_count,mentions_used,links_used,hashtags_used,media_type
Zerebro,https://x.com/banditxbt/status/1886716370986959223,https://pbs.twimg.com/profile_images/1867913262005624834/CzyJXWZT_normal.jpg,banditxbt,21,282336,1.88672E+18,banditxbt,1.88672E+18,2025-02-04 10:00:10+00:00,1472,118,74,50,185,283537,0,0,2,TRUE,2,TRUE,298,FALSE,FALSE,FALSE,"On the 2nd of January, this wallet was up $40M on $ai16z and $ZEREBRO. However, for whatever reason decided to take 0 profit.

1 week later on the 9th of January, he sold $ZEREBRO, losing ~$1M.

1 day ago, he sold 21.34M $ai16z($9.18M), losing another ~$1M.

$42M roundtrip. https://t.co/FhIEMpj4Cj","$40M, $ai16z, $ZEREBRO., $ZEREBRO,, $ai16z($9.18M),, $42M",,https://t.co/FhIEMpj4Cj,,photo
Vader AI,https://x.com/gate_io/status/1886384270085603426,https://pbs.twimg.com/profile_images/1877283665488850944/pmpFt6PR_normal.jpg,Gate.io,1,39903,1.88638E+18,gate_io,1.88638E+18,2025-02-03 12:00:31+00:00,1589,1647,1432,49,34,43613,1,2,3,TRUE,1,TRUE,334,FALSE,FALSE,FALSE,"🤖New giveaway for the AI era is here!

Share a prize of $200 VADER!

20 winners, $10 VADER each
1⃣Follow @gate_io &amp; @Vader_AI_
2⃣RT, Like &amp; Tag 3 friends

New Users: Register on #Gateio to share $1,000 futures voucher: https://t.co/JDBOP3bKk1
($10 each, KYC is required. FCFS.)… https://t.co/3J724bMkXY https://t.co/d5xsLavqjf","$200, $10, $1,000","@gate_io, @Vader_AI_","https://t.co/JDBOP3bKk1, https://t.co/3J724bMkXY, https://t.co/d5xsLavqjf",#Gateio,photo
AlphaArc,https://x.com/Darky1k/status/1886807776174703034,https://pbs.twimg.com/profile_images/1793826582169079808/57HJVU3r_normal.jpg,Darky,10,1474921,1.88681E+18,Darky1k,1.88681E+18,2025-02-04 16:03:23+00:00,2863,482,223,42,274,1585343,0,0,1,TRUE,1,TRUE,204,FALSE,FALSE,FALSE,"Stay away from $alpha 

It’s a rug promoted by scam KOLs that sniped the supply at the beginning. As soon they decide to click the button, It’s insta going to 0.

Just wait and see https://t.co/wBz0MZA4qs",$alpha,,https://t.co/wBz0MZA4qs,,photo
ai16z,https://x.com/lookonchain/status/1886672031930036380,https://pbs.twimg.com/profile_images/1551771778472497152/ocyqhsbm_normal.jpg,Lookonchain,18,157323,1.88667E+18,lookonchain,1.88667E+18,2025-02-04 07:03:59+00:00,644,84,43,41,85,158388,0,0,3,TRUE,2,TRUE,325,FALSE,FALSE,FALSE,"This whale did not sell $ai16z and $ZEREBRO at the best time, missing out on a profit of over $40M!

On Jan 2, this whale had an unrealized profit of $40.8M on $ai16z and $ZEREBRO, but he did not sell for profit.

On Jan 9, he sold out $ZEREBRO, losing ~$1M.

10 hours ago, he… https://t.co/7Hd89NxUtH https://t.co/LooaqSjCYW","$ai16z, $ZEREBRO, $40M!, $40.8M, $ai16z, $ZEREBRO,, $ZEREBRO,",,"https://t.co/7Hd89NxUtH, https://t.co/LooaqSjCYW",,photo
Zerebro,https://x.com/lookonchain/status/1886672031930036380,https://pbs.twimg.com/profile_images/1551771778472497152/ocyqhsbm_normal.jpg,Lookonchain,18,157323,1.88667E+18,lookonchain,1.88667E+18,2025-02-04 07:03:59+00:00,644,84,43,41,85,158388,0,0,3,TRUE,2,TRUE,325,FALSE,FALSE,FALSE,"This whale did not sell $ai16z and $ZEREBRO at the best time, missing out on a profit of over $40M!

On Jan 2, this whale had an unrealized profit of $40.8M on $ai16z and $ZEREBRO, but he did not sell for profit.

On Jan 9, he sold out $ZEREBRO, losing ~$1M.

10 hours ago, he… https://t.co/7Hd89NxUtH https://t.co/LooaqSjCYW","$ai16z, $ZEREBRO, $40M!, $40.8M, $ai16z, $ZEREBRO,, $ZEREBRO,",,"https://t.co/7Hd89NxUtH, https://t.co/LooaqSjCYW",,photo
VVV,https://x.com/AmirOrmu/status/1886100348760179099,https://pbs.twimg.com/profile_images/1496143311073120262/LUvRWskl_normal.jpg,Amir Ormu,23,185050,1.8861E+18,AmirOrmu,1.8861E+18,2025-02-02 17:12:19+00:00,717,116,110,37,151,185198,0,0,2,TRUE,1,TRUE,320,FALSE,TRUE,FALSE,"Did you know Wintermute &amp; Kbit received 5.5% of the $VVV supply before the launch?

Wintermute sold $1.4M pre-Coinbase listing, while Kbit deposited $8.8M to Coinbase!

A big chunk of Venice's Incentive Fund was sent to market makers without any word from the team...🧵 https://t.co/qdxvcK8qZJ https://t.co/4YWIrbgaMd","$VVV, $1.4M, $8.8M",,"https://t.co/qdxvcK8qZJ, https://t.co/4YWIrbgaMd",,photo
Fartcoin,https://x.com/blknoiz06/status/1886245226722840645,https://pbs.twimg.com/profile_images/1868298971837255680/cN-ikO7h_normal.jpg,Ansem 🧸💸,21,233671,1.88625E+18,blknoiz06,1.88625E+18,2025-02-03 02:48:01+00:00,1824,216,67,37,39,233779,0,0,0,FALSE,0,FALSE,104,FALSE,FALSE,FALSE,i just want yall to know that you sickos bidding fartcoin into this carnage are absolutely deranged lmao,,,,,
AVA,https://x.com/Cointelegraph/status/1886765903238304211,https://pbs.twimg.com/profile_images/1755983593925378048/kYutau0B_normal.jpg,Cointelegraph,6,96500,1.88677E+18,Cointelegraph,1.88677E+18,2025-02-04 13:17:00+00:00,1194,120,251,37,64,98154,0,0,2,TRUE,2,TRUE,173,FALSE,FALSE,FALSE,"✈️ NEW: Travala integrates crypto payments in over 100 tokens for 2.2M hotels on Trivago, offering $BTC &amp; $AVA rewards for crypto-based bookings. https://t.co/eHONUBSq2e","$BTC, $AVA",,https://t.co/eHONUBSq2e,,photo
aixbt,https://x.com/CryptoStreamHub/status/1885259362836635940,https://pbs.twimg.com/profile_images/1506936845413896193/Q408ci62_normal.jpg,Crypto Stream,11,162954,1.88526E+18,CryptoStreamHub,1.88526E+18,2025-01-31 09:30:33+00:00,1087,200,186,30,463,163125,7,0,1,FALSE,0,TRUE,305,FALSE,FALSE,FALSE,"AI Narrative performance and thoughts on what to do next:

#VIRTUAL down 40% this month
#FARTCOIN down 30% this week
#AI16z down 65% this month
#AIXBT down 35% this week
$ARC down 30% this week
#GRIFFAIN down 60% this week
#GOAT down 8% from ATH
#ZEREBRO down 85% this month
$MOBY… https://t.co/uyrudGpHfw","$ARC, $MOBY…",,https://t.co/uyrudGpHfw,"#VIRTUAL, #FARTCOIN, #AI16z, #AIXBT, #GRIFFAIN, #GOAT, #ZEREBRO",
Griffain,https://x.com/CryptoStreamHub/status/1885259362836635940,https://pbs.twimg.com/profile_images/1506936845413896193/Q408ci62_normal.jpg,Crypto Stream,11,162954,1.88526E+18,CryptoStreamHub,1.88526E+18,2025-01-31 09:30:33+00:00,1087,200,186,30,463,163125,7,0,1,FALSE,0,TRUE,305,FALSE,FALSE,FALSE,"AI Narrative performance and thoughts on what to do next:

#VIRTUAL down 40% this month
#FARTCOIN down 30% this week
#AI16z down 65% this month
#AIXBT down 35% this week
$ARC down 30% this week
#GRIFFAIN down 60% this week
#GOAT down 8% from ATH
#ZEREBRO down 85% this month
$MOBY… https://t.co/uyrudGpHfw","$ARC, $MOBY…",,https://t.co/uyrudGpHfw,"#VIRTUAL, #FARTCOIN, #AI16z, #AIXBT, #GRIFFAIN, #GOAT, #ZEREBRO",
ai16z,https://x.com/CryptoStreamHub/status/1885259362836635940,https://pbs.twimg.com/profile_images/1506936845413896193/Q408ci62_normal.jpg,Crypto Stream,11,162954,1.88526E+18,CryptoStreamHub,1.88526E+18,2025-01-31 09:30:33+00:00,1087,200,186,30,463,163125,7,0,1,FALSE,0,TRUE,305,FALSE,FALSE,FALSE,"AI Narrative performance and thoughts on what to do next:

#VIRTUAL down 40% this month
#FARTCOIN down 30% this week
#AI16z down 65% this month
#AIXBT down 35% this week
$ARC down 30% this week
#GRIFFAIN down 60% this week
#GOAT down 8% from ATH
#ZEREBRO down 85% this month
$MOBY… https://t.co/uyrudGpHfw","$ARC, $MOBY…",,https://t.co/uyrudGpHfw,"#VIRTUAL, #FARTCOIN, #AI16z, #AIXBT, #GRIFFAIN, #GOAT, #ZEREBRO",
ARC,https://x.com/CryptoStreamHub/status/1885259362836635940,https://pbs.twimg.com/profile_images/1506936845413896193/Q408ci62_normal.jpg,Crypto Stream,11,162954,1.88526E+18,CryptoStreamHub,1.88526E+18,2025-01-31 09:30:33+00:00,1087,200,186,30,463,163125,7,0,1,FALSE,0,TRUE,305,FALSE,FALSE,FALSE,"AI Narrative performance and thoughts on what to do next:

#VIRTUAL down 40% this month
#FARTCOIN down 30% this week
#AI16z down 65% this month
#AIXBT down 35% this week
$ARC down 30% this week
#GRIFFAIN down 60% this week
#GOAT down 8% from ATH
#ZEREBRO down 85% this month
$MOBY… https://t.co/uyrudGpHfw","$ARC, $MOBY…",,https://t.co/uyrudGpHfw,"#VIRTUAL, #FARTCOIN, #AI16z, #AIXBT, #GRIFFAIN, #GOAT, #ZEREBRO",
Zerebro,https://x.com/CryptoStreamHub/status/1885259362836635940,https://pbs.twimg.com/profile_images/1506936845413896193/Q408ci62_normal.jpg,Crypto Stream,11,162954,1.88526E+18,CryptoStreamHub,1.88526E+18,2025-01-31 09:30:33+00:00,1087,200,186,30,463,163125,7,0,1,FALSE,0,TRUE,305,FALSE,FALSE,FALSE,"AI Narrative performance and thoughts on what to do next:

#VIRTUAL down 40% this month
#FARTCOIN down 30% this week
#AI16z down 65% this month
#AIXBT down 35% this week
$ARC down 30% this week
#GRIFFAIN down 60% this week
#GOAT down 8% from ATH
#ZEREBRO down 85% this month
$MOBY… https://t.co/uyrudGpHfw","$ARC, $MOBY…",,https://t.co/uyrudGpHfw,"#VIRTUAL, #FARTCOIN, #AI16z, #AIXBT, #GRIFFAIN, #GOAT, #ZEREBRO",
Moby AI,https://x.com/CryptoStreamHub/status/1885259362836635940,https://pbs.twimg.com/profile_images/1506936845413896193/Q408ci62_normal.jpg,Crypto Stream,11,162954,1.88526E+18,CryptoStreamHub,1.88526E+18,2025-01-31 09:30:33+00:00,1087,200,186,30,463,163125,7,0,1,FALSE,0,TRUE,305,FALSE,FALSE,FALSE,"AI Narrative performance and thoughts on what to do next:

#VIRTUAL down 40% this month
#FARTCOIN down 30% this week
#AI16z down 65% this month
#AIXBT down 35% this week
$ARC down 30% this week
#GRIFFAIN down 60% this week
#GOAT down 8% from ATH
#ZEREBRO down 85% this month
$MOBY… https://t.co/uyrudGpHfw","$ARC, $MOBY…",,https://t.co/uyrudGpHfw,"#VIRTUAL, #FARTCOIN, #AI16z, #AIXBT, #GRIFFAIN, #GOAT, #ZEREBRO",
buzz,https://x.com/CryptoStreamHub/status/1885259362836635940,https://pbs.twimg.com/profile_images/1506936845413896193/Q408ci62_normal.jpg,Crypto Stream,11,162954,1.88526E+18,CryptoStreamHub,1.88526E+18,2025-01-31 09:30:33+00:00,1087,200,186,30,463,163125,7,0,1,FALSE,0,TRUE,305,FALSE,FALSE,FALSE,"AI Narrative performance and thoughts on what to do next:

#VIRTUAL down 40% this month
#FARTCOIN down 30% this week
#AI16z down 65% this month
#AIXBT down 35% this week
$ARC down 30% this week
#GRIFFAIN down 60% this week
#GOAT down 8% from ATH
#ZEREBRO down 85% this month
$MOBY… https://t.co/uyrudGpHfw","$ARC, $MOBY…",,https://t.co/uyrudGpHfw,"#VIRTUAL, #FARTCOIN, #AI16z, #AIXBT, #GRIFFAIN, #GOAT, #ZEREBRO",
Griffain,https://x.com/Nemi_0x/status/1886692599534379518,https://pbs.twimg.com/profile_images/1875483636872740864/B2MejvzH_normal.jpg,Nemi ネミ 🌖,8,151527,1.88669E+18,Nemi_0x,1.88669E+18,2025-02-04 08:25:43+00:00,450,40,89,28,313,174891,0,0,1,FALSE,0,TRUE,302,FALSE,FALSE,FALSE,"Token drawdowns Vs. All-time highs by narrative: The brutal reality check you didn't know you needed

Layer 1
- BTC: -9.2% 
- ETH: -44% 
- SOL: -30%
- BNB: -29%
- SEI: -79% 
- APT: -70% 
- AVAX: -82% 
- FTM: -87% (now SONIC -58%)
- INJ: -73% 
- MINA: -95% 
- NEAR: -83% 
- SUI:… https://t.co/e5W53SCvOk",,,https://t.co/e5W53SCvOk,,
ai16z,https://x.com/Nemi_0x/status/1886692599534379518,https://pbs.twimg.com/profile_images/1875483636872740864/B2MejvzH_normal.jpg,Nemi ネミ 🌖,8,151527,1.88669E+18,Nemi_0x,1.88669E+18,2025-02-04 08:25:43+00:00,450,40,89,28,313,174891,0,0,1,FALSE,0,TRUE,302,FALSE,FALSE,FALSE,"Token drawdowns Vs. All-time highs by narrative: The brutal reality check you didn't know you needed

Layer 1
- BTC: -9.2% 
- ETH: -44% 
- SOL: -30%
- BNB: -29%
- SEI: -79% 
- APT: -70% 
- AVAX: -82% 
- FTM: -87% (now SONIC -58%)
- INJ: -73% 
- MINA: -95% 
- NEAR: -83% 
- SUI:… https://t.co/e5W53SCvOk",,,https://t.co/e5W53SCvOk,,
SEND,https://x.com/AlloraNetwork/status/1886845235583455530,https://pbs.twimg.com/profile_images/1793726657783812096/sDRnXVCd_normal.jpg,Allora,5,33524,1.88685E+18,AlloraNetwork,1.88685E+18,2025-02-04 18:32:14+00:00,102,14,18,27,8,34977,0,2,2,TRUE,1,TRUE,324,FALSE,FALSE,FALSE,"Allora &amp; Solana Agent Kit = Greater intelligence for AI agents on Solana.

Allora's collective intelligence now powers the Solana Agent Kit by @sendaifun, enabling AI agents on @solana to analyze market conditions, anticipate trends, and adjust their actions in real-time. https://t.co/dW8ReLfoXK https://t.co/tMpoRZ2KQL",,"@sendaifun,, @solana","https://t.co/dW8ReLfoXK, https://t.co/tMpoRZ2KQL",,video
HENLO,https://x.com/0xhoneyjar/status/1886453798417395946,https://pbs.twimg.com/profile_images/1768017925963689984/SzbuWvjo_normal.jpg,the honey jar 🐼⛓️‍🧲,11,52334,1.88645E+18,0xhoneyjar,1.88645E+18,2025-02-03 16:36:48+00:00,1117,805,729,25,64,53895,0,0,1,TRUE,1,TRUE,300,FALSE,FALSE,FALSE,"🐂 HENLO BULLAS 🐂 You might have seen Bullas memes, but did you know you can be rewarded by Spanking Jani's ass, Slapping Smokey' ass and Smacking God's ass too 👋? Time to pick up the whip beras! cuz THJ got addicted to this game and formed a Flagship 🅱️artnership with Bullas! https://t.co/8q9nWJSOky",,,https://t.co/8q9nWJSOky,,photo
Cookie,https://x.com/S4mmyEth/status/1885970682095226908,https://pbs.twimg.com/profile_images/1794709660844359680/zbYJdfZs_normal.jpg,s4mmy,9,81018,1.88597E+18,S4mmyEth,1.88597E+18,2025-02-02 08:37:04+00:00,504,304,88,22,86,81158,0,0,2,FALSE,0,TRUE,323,FALSE,TRUE,FALSE,"2025 will be the year of DeFAI.

""ai agents will process over 90% of all spot volume by q4 2025. most traders don't realize they're already trading against neural nets""

But human intuition is a key ingredient to sustain an edge - we won't be completely redundant

So, who's… https://t.co/eegJj4brAN https://t.co/7FQaGc5umg",,,"https://t.co/eegJj4brAN, https://t.co/7FQaGc5umg",,
aixbt,https://x.com/Zeneca/status/1886229462678966434,https://pbs.twimg.com/profile_images/1869696037709041664/KV7BpbYk_normal.jpg,Zeneca 🔮,39,101506,1.88623E+18,Zeneca,1.88623E+18,2025-02-03 01:45:23+00:00,860,150,107,20,173,101834,0,0,1,FALSE,0,TRUE,303,FALSE,FALSE,FALSE,"Market Thoughts

No sugarcoating it, the market is brutalizing everything but Bitcoin atm. BTC down to 95k with BTC Dominance at 61% is a sight to behold - basically everything bleeding against it, and bleeding massively against their USD pairs.

There's an insane amount of fud… https://t.co/3NZizbxuK1",,,https://t.co/3NZizbxuK1,,
Fartcoin,https://x.com/0xMert_/status/1885863207551762548,https://pbs.twimg.com/profile_images/1869346713409830912/rhlOQji7_normal.jpg,mert | helius.dev,21,158871,1.88586E+18,0xMert_,1.88586E+18,2025-02-02 01:30:00+00:00,3012,116,190,20,61,158959,0,0,0,FALSE,0,FALSE,94,FALSE,FALSE,FALSE,seems fartcoin investors are particularly sensitive to USA/Mexico international trade policies,,,,,
VIRTUAL,https://x.com/Evan_ss6/status/1885740148392165638,https://pbs.twimg.com/profile_images/1544887512455188480/NTlA57Iu_normal.jpg,Evanss6,16,129470,1.88574E+18,Evan_ss6,1.88574E+18,2025-02-01 17:21:01+00:00,785,70,65,20,216,130502,0,0,1,FALSE,0,TRUE,307,TRUE,FALSE,FALSE,"I will say, I have observed every single top signal on my list except for ETH holders being happy
-normies talking about crypto nonstop
-all positive news coverage
-BTC 60-&gt;110k in 2.5 months
-failing to rally higher on stockpile EO announcement. Similar observations on DOGE and… https://t.co/nRevTsiBHz",,,https://t.co/nRevTsiBHz,,
FXN,https://x.com/protocol_fx/status/1886344680826118626,https://pbs.twimg.com/profile_images/1744426784383234048/9hlO1ovh_normal.png,f(x) Protocol,5,17653,1.88634E+18,protocol_fx,1.88634E+18,2025-02-03 09:23:13+00:00,104,11,18,20,9,17810,0,0,1,FALSE,0,TRUE,303,FALSE,FALSE,FALSE,"We want to update you on an event that took place today. Due to an RPC sync issue—where both of our parallel RPC endpoints failed at the same time—we experienced our first liquidations on f(x) Protocol. In total, 95 xPOSITIONs were liquidated, amounting to 1,979 wstETH.

Please… https://t.co/AEWZMP8LY7",,,https://t.co/AEWZMP8LY7,,
VIRTUAL,https://x.com/DonJohnsonSays/status/1885808214144700907,https://pbs.twimg.com/profile_images/1511859530245632000/lvFD0yI9_normal.jpg,DonJohnson,25,204641,1.88581E+18,DonJohnsonSays,1.88581E+18,2025-02-01 21:51:29+00:00,1056,103,119,19,115,205052,0,2,1,TRUE,1,TRUE,186,FALSE,FALSE,FALSE,Day 1 of the @coinbase onchain ai agent hackathon in SF is underway. Really fun talking with devs about @virtuals_io and excited to see what everyone is building! https://t.co/mJj4WDpzrJ,,"@coinbase, @virtuals_io",https://t.co/mJj4WDpzrJ,,video
Fartcoin,https://x.com/GordonGoner/status/1885728481604145612,https://pbs.twimg.com/profile_images/1446538671998578692/GxpsJa-l_normal.jpg,GordonGoner (Wylie Aronow) 🍌,79,70405,1.88573E+18,GordonGoner,1.88573E+18,2025-02-01 16:34:39+00:00,925,282,135,17,49,70440,0,0,1,FALSE,0,TRUE,301,FALSE,FALSE,FALSE,"So Fartcoin gets talked about on Joe Rogan, The Late Show, Fox News, CNBC, and NBC. Fund managers write about it and TradFi loses their mind over it every week. Tons of msm articles written about it. Over 100k holders. No dev. No team. Insane volume. Most reflexive token I’ve… https://t.co/Lokw3vSREd",,,https://t.co/Lokw3vSREd,,
HENLO,https://x.com/waleswoosh/status/1886776263617962379,https://pbs.twimg.com/profile_images/1700199367511064576/v-3PNyPw_normal.jpg,wale.moca 🐳,51,69936,1.88678E+18,waleswoosh,1.88678E+18,2025-02-04 13:58:10+00:00,528,232,36,17,75,70651,0,0,2,TRUE,1,TRUE,323,FALSE,FALSE,FALSE,"Berachain will melt faces, especially within the NFT space, and there are a few reasons why I think that's the case:

1) The ecosystem has its own vibe, it's a bit insulated from the broader NFT space, but with a hardcore community.

2) Berachain actually grew out of an NFT… https://t.co/7yxEEEjLDl https://t.co/er7NC2ZZcQ",,,"https://t.co/7yxEEEjLDl, https://t.co/er7NC2ZZcQ",,photo
aixbt,https://x.com/Lamboland_/status/1886845381352272364,https://pbs.twimg.com/profile_images/1847680828144312320/QUJ4DEmp_normal.png,Lamboland,50,32221,1.88685E+18,Lamboland_,1.88685E+18,2025-02-04 18:32:49+00:00,490,165,54,17,371,35364,0,0,1,FALSE,0,TRUE,297,FALSE,FALSE,FALSE,"Marketing advice for crypto projects.

1) Incentives drive outcomes

A good referral program or incentive structure can solve 80% of your marketing problems.

2) Make people feel an emotion

99% of the crypto project makes me feel zero emotion with their content. It makes… https://t.co/OMalQRDh4B",,,https://t.co/OMalQRDh4B,,
ASYM,https://x.com/mungimungimungi/status/1884766632419217431,https://pbs.twimg.com/profile_images/1807955712611655680/VoSxLh_d_normal.jpg,mungi,12,13633,1.88477E+18,mungimungimungi,1.88477E+18,2025-01-30 00:52:37+00:00,170,57,42,17,17,13662,0,1,1,TRUE,1,TRUE,251,FALSE,FALSE,FALSE,"a trading agent that trades.

i've been heads down working on upgrades for @ASYM41b07, meanwhile it hits a 1000x.

Bullish internet capital markets.

Bullish trading agents that can exploit them algorithmically.

Bullish $ASYM. https://t.co/dDgKkkeAdK",$ASYM.,"@ASYM41b07,",https://t.co/dDgKkkeAdK,,photo
